"geoid","geoid2","geodisplaylabel","hc02_est_vc02"
"1400000US48113013618","48113013618","Census Tract 136.18, Dallas County, Texas","95500"
"1400000US48113013619","48113013619","Census Tract 136.19, Dallas County, Texas","126667"
"1400000US48113013620","48113013620","Census Tract 136.20, Dallas County, Texas","53759"
"1400000US48113013621","48113013621","Census Tract 136.21, Dallas County, Texas","43724"
"1400000US48113013622","48113013622","Census Tract 136.22, Dallas County, Texas","43460"
"1400000US48113013623","48113013623","Census Tract 136.23, Dallas County, Texas","36620"
"1400000US48113013624","48113013624","Census Tract 136.24, Dallas County, Texas","51585"
"1400000US48113013625","48113013625","Census Tract 136.25, Dallas County, Texas","38692"
"1400000US48113013626","48113013626","Census Tract 136.26, Dallas County, Texas","52837"
"1400000US48113013711","48113013711","Census Tract 137.11, Dallas County, Texas","40603"
"1400000US48113013712","48113013712","Census Tract 137.12, Dallas County, Texas","64219"
"1400000US48113013713","48113013713","Census Tract 137.13, Dallas County, Texas","26154"
"1400000US48113013714","48113013714","Census Tract 137.14, Dallas County, Texas","51968"
"1400000US48113013715","48113013715","Census Tract 137.15, Dallas County, Texas","58919"
"1400000US48113013716","48113013716","Census Tract 137.16, Dallas County, Texas","63188"
"1400000US48113013717","48113013717","Census Tract 137.17, Dallas County, Texas","39429"
"1400000US48113013718","48113013718","Census Tract 137.18, Dallas County, Texas","45139"
"1400000US48113013719","48113013719","Census Tract 137.19, Dallas County, Texas","68155"
"1400000US48113013720","48113013720","Census Tract 137.20, Dallas County, Texas","56442"
"1400000US48113013721","48113013721","Census Tract 137.21, Dallas County, Texas","108019"
"1400000US48113013722","48113013722","Census Tract 137.22, Dallas County, Texas","56567"
"1400000US48113013725","48113013725","Census Tract 137.25, Dallas County, Texas","44659"
"1400000US48113013726","48113013726","Census Tract 137.26, Dallas County, Texas","81875"
"1400000US48113013727","48113013727","Census Tract 137.27, Dallas County, Texas","70357"
"1400000US48113013803","48113013803","Census Tract 138.03, Dallas County, Texas","74537"
"1400000US48113013804","48113013804","Census Tract 138.04, Dallas County, Texas","57122"
"1400000US48113013805","48113013805","Census Tract 138.05, Dallas County, Texas","43429"
"1400000US48113013806","48113013806","Census Tract 138.06, Dallas County, Texas","70325"
"1400000US48113013901","48113013901","Census Tract 139.01, Dallas County, Texas","49922"
"1400000US48113013902","48113013902","Census Tract 139.02, Dallas County, Texas","55375"
"1400000US48113014001","48113014001","Census Tract 140.01, Dallas County, Texas","65486"
"1400000US48113014002","48113014002","Census Tract 140.02, Dallas County, Texas","37031"
"1400000US48113014103","48113014103","Census Tract 141.03, Dallas County, Texas","31585"
"1400000US48113014113","48113014113","Census Tract 141.13, Dallas County, Texas","42203"
"1400000US48113014114","48113014114","Census Tract 141.14, Dallas County, Texas","34167"
"1400000US48113014115","48113014115","Census Tract 141.15, Dallas County, Texas","57935"
"1400000US48113014116","48113014116","Census Tract 141.16, Dallas County, Texas","40938"
"1400000US48113014119","48113014119","Census Tract 141.19, Dallas County, Texas","111250"
"1400000US48113014120","48113014120","Census Tract 141.20, Dallas County, Texas","113889"
"1400000US48113014121","48113014121","Census Tract 141.21, Dallas County, Texas","73852"
"1400000US48113014123","48113014123","Census Tract 141.23, Dallas County, Texas","146146"
"1400000US48113014124","48113014124","Census Tract 141.24, Dallas County, Texas","151445"
"1400000US48113014126","48113014126","Census Tract 141.26, Dallas County, Texas","113625"
"1400000US48113014127","48113014127","Census Tract 141.27, Dallas County, Texas","79512"
"1400000US48113014128","48113014128","Census Tract 141.28, Dallas County, Texas","73125"
"1400000US48113014129","48113014129","Census Tract 141.29, Dallas County, Texas","98304"
"1400000US48113014130","48113014130","Census Tract 141.30, Dallas County, Texas","98125"
"1400000US48113014131","48113014131","Census Tract 141.31, Dallas County, Texas","60934"
"1400000US48113014132","48113014132","Census Tract 141.32, Dallas County, Texas","67000"
"1400000US48113014133","48113014133","Census Tract 141.33, Dallas County, Texas","41398"
"1400000US48113014134","48113014134","Census Tract 141.34, Dallas County, Texas","130368"
"1400000US48113014135","48113014135","Census Tract 141.35, Dallas County, Texas","80842"
"1400000US48113014136","48113014136","Census Tract 141.36, Dallas County, Texas","66881"
"1400000US48113014137","48113014137","Census Tract 141.37, Dallas County, Texas","90899"
"1400000US48113014138","48113014138","Census Tract 141.38, Dallas County, Texas","90347"
"1400000US48113014203","48113014203","Census Tract 142.03, Dallas County, Texas","49250"
"1400000US48113014204","48113014204","Census Tract 142.04, Dallas County, Texas","26458"
"1400000US48113014205","48113014205","Census Tract 142.05, Dallas County, Texas","134489"
"1400000US48113014206","48113014206","Census Tract 142.06, Dallas County, Texas","66188"
"1400000US48113014302","48113014302","Census Tract 143.02, Dallas County, Texas","49592"
"1400000US48113014306","48113014306","Census Tract 143.06, Dallas County, Texas","48839"
"1400000US48113014307","48113014307","Census Tract 143.07, Dallas County, Texas","55132"
"1400000US48113014308","48113014308","Census Tract 143.08, Dallas County, Texas","29432"
"1400000US48113014309","48113014309","Census Tract 143.09, Dallas County, Texas","28098"
"1400000US48113014310","48113014310","Census Tract 143.10, Dallas County, Texas","44559"
"1400000US48113014311","48113014311","Census Tract 143.11, Dallas County, Texas","70925"
"1400000US48113014312","48113014312","Census Tract 143.12, Dallas County, Texas","67841"
"1400000US48113014403","48113014403","Census Tract 144.03, Dallas County, Texas","40377"
"1400000US48113014405","48113014405","Census Tract 144.05, Dallas County, Texas","42328"
"1400000US48113014406","48113014406","Census Tract 144.06, Dallas County, Texas","52617"
"1400000US48113014407","48113014407","Census Tract 144.07, Dallas County, Texas","36696"
"1400000US48113014408","48113014408","Census Tract 144.08, Dallas County, Texas","46890"
"1400000US48113014501","48113014501","Census Tract 145.01, Dallas County, Texas","63802"
"1400000US48113014502","48113014502","Census Tract 145.02, Dallas County, Texas","42397"
"1400000US48113014601","48113014601","Census Tract 146.01, Dallas County, Texas","51016"
"1400000US48113014602","48113014602","Census Tract 146.02, Dallas County, Texas","32417"
"1400000US48113014603","48113014603","Census Tract 146.03, Dallas County, Texas","40214"
"1400000US48113014701","48113014701","Census Tract 147.01, Dallas County, Texas","32272"
"1400000US48113014702","48113014702","Census Tract 147.02, Dallas County, Texas","36688"
"1400000US48113014703","48113014703","Census Tract 147.03, Dallas County, Texas","35657"
"1400000US48113014901","48113014901","Census Tract 149.01, Dallas County, Texas","39700"
"1400000US48113014902","48113014902","Census Tract 149.02, Dallas County, Texas","37727"
"1400000US48113015000","48113015000","Census Tract 150, Dallas County, Texas","35840"
"1400000US48113015100","48113015100","Census Tract 151, Dallas County, Texas","45867"
"1400000US48113015202","48113015202","Census Tract 152.02, Dallas County, Texas","35833"
"1400000US48113015204","48113015204","Census Tract 152.04, Dallas County, Texas","60584"
"1400000US48113015205","48113015205","Census Tract 152.05, Dallas County, Texas","42337"
"1400000US48113015206","48113015206","Census Tract 152.06, Dallas County, Texas","52614"
"1400000US48113015303","48113015303","Census Tract 153.03, Dallas County, Texas","37292"
"1400000US48113015304","48113015304","Census Tract 153.04, Dallas County, Texas","41973"
"1400000US48113015305","48113015305","Census Tract 153.05, Dallas County, Texas","41544"
"1400000US48113015306","48113015306","Census Tract 153.06, Dallas County, Texas","67404"
"1400000US48113015401","48113015401","Census Tract 154.01, Dallas County, Texas","63500"
"1400000US48113015403","48113015403","Census Tract 154.03, Dallas County, Texas","37091"
"1400000US48113015404","48113015404","Census Tract 154.04, Dallas County, Texas","34318"
"1400000US48113015500","48113015500","Census Tract 155, Dallas County, Texas","40000"
"1400000US48113015600","48113015600","Census Tract 156, Dallas County, Texas","40902"
"1400000US48113015700","48113015700","Census Tract 157, Dallas County, Texas","39906"
"1400000US48113015800","48113015800","Census Tract 158, Dallas County, Texas","38141"
"1400000US48113015900","48113015900","Census Tract 159, Dallas County, Texas","32500"
"1400000US48113016001","48113016001","Census Tract 160.01, Dallas County, Texas","46553"
"1400000US48113016002","48113016002","Census Tract 160.02, Dallas County, Texas","33063"
"1400000US48113016100","48113016100","Census Tract 161, Dallas County, Texas","27619"
"1400000US48113016201","48113016201","Census Tract 162.01, Dallas County, Texas","44844"
"1400000US48113016202","48113016202","Census Tract 162.02, Dallas County, Texas","47696"
"1400000US48113016301","48113016301","Census Tract 163.01, Dallas County, Texas","59375"
"1400000US48113016302","48113016302","Census Tract 163.02, Dallas County, Texas","40781"
"1400000US48113016401","48113016401","Census Tract 164.01, Dallas County, Texas","74269"
"1400000US48113016406","48113016406","Census Tract 164.06, Dallas County, Texas","47731"
"1400000US48113016407","48113016407","Census Tract 164.07, Dallas County, Texas","38416"
"1400000US48113016408","48113016408","Census Tract 164.08, Dallas County, Texas","47634"
"1400000US48113016409","48113016409","Census Tract 164.09, Dallas County, Texas","95329"
"1400000US48113016410","48113016410","Census Tract 164.10, Dallas County, Texas","94583"
"1400000US48113016411","48113016411","Census Tract 164.11, Dallas County, Texas","73271"
"1400000US48113016412","48113016412","Census Tract 164.12, Dallas County, Texas","101303"
"1400000US48113016413","48113016413","Census Tract 164.13, Dallas County, Texas","83891"
"1400000US48113016502","48113016502","Census Tract 165.02, Dallas County, Texas","46063"
"1400000US48113016509","48113016509","Census Tract 165.09, Dallas County, Texas","56140"
"1400000US48113016510","48113016510","Census Tract 165.10, Dallas County, Texas","58984"
"1400000US48113016511","48113016511","Census Tract 165.11, Dallas County, Texas","37161"
"1400000US48113016513","48113016513","Census Tract 165.13, Dallas County, Texas","80686"
"1400000US48113016514","48113016514","Census Tract 165.14, Dallas County, Texas","71793"
"1400000US48113016516","48113016516","Census Tract 165.16, Dallas County, Texas","42545"
"1400000US48113016517","48113016517","Census Tract 165.17, Dallas County, Texas","46277"
"1400000US48113016518","48113016518","Census Tract 165.18, Dallas County, Texas","53750"
"1400000US48113016519","48113016519","Census Tract 165.19, Dallas County, Texas","72077"
"1400000US48113016520","48113016520","Census Tract 165.20, Dallas County, Texas","40981"
"1400000US48113016521","48113016521","Census Tract 165.21, Dallas County, Texas","52415"
"1400000US48113016522","48113016522","Census Tract 165.22, Dallas County, Texas","54576"
"1400000US48113016523","48113016523","Census Tract 165.23, Dallas County, Texas","100428"
"1400000US48113016605","48113016605","Census Tract 166.05, Dallas County, Texas","22718"
"1400000US48113016606","48113016606","Census Tract 166.06, Dallas County, Texas","52725"
"1400000US48113016607","48113016607","Census Tract 166.07, Dallas County, Texas","26673"
"1400000US48113016610","48113016610","Census Tract 166.10, Dallas County, Texas","40238"
"1400000US48113016611","48113016611","Census Tract 166.11, Dallas County, Texas","58026"
"1400000US48113016612","48113016612","Census Tract 166.12, Dallas County, Texas","93112"
"1400000US48113016615","48113016615","Census Tract 166.15, Dallas County, Texas","60798"
"1400000US48113016616","48113016616","Census Tract 166.16, Dallas County, Texas","67627"
"1400000US48113016617","48113016617","Census Tract 166.17, Dallas County, Texas","107543"
"1400000US48113016618","48113016618","Census Tract 166.18, Dallas County, Texas","46467"
"1400000US48113016619","48113016619","Census Tract 166.19, Dallas County, Texas","40819"
